unknown_ratio,sample_length,repeat,estimate,range_low,range_high,confidence,sample_size,evaluation_source
0.1,200,1,13622,13382,13622,0.884,200,evaluation_wordlist.csv
0.1,200,2,13221,13052,13221,0.888,200,evaluation_wordlist.csv
0.1,200,3,12727,12697,12727,0.898,200,evaluation_wordlist.csv
0.1,200,4,13333,13295,13333,0.897,200,evaluation_wordlist.csv
0.1,200,5,12898,12751,12898,0.89,200,evaluation_wordlist.csv
0.1,200,6,13773,13430,13773,0.878,200,evaluation_wordlist.csv
0.1,200,7,13158,13114,13158,0.897,200,evaluation_wordlist.csv
0.1,200,8,12297,12232,12297,0.895,200,evaluation_wordlist.csv
0.1,200,9,13617,13546,13617,0.895,200,evaluation_wordlist.csv
0.1,200,10,12982,12877,12982,0.893,200,evaluation_wordlist.csv
0.1,200,11,13005,12942,13005,0.896,200,evaluation_wordlist.csv
0.1,200,12,13270,13227,13270,0.897,200,evaluation_wordlist.csv
0.1,200,13,13341,13310,13341,0.898,200,evaluation_wordlist.csv
0.1,200,14,13343,13236,13343,0.893,200,evaluation_wordlist.csv
0.1,200,15,13366,13250,13366,0.892,200,evaluation_wordlist.csv
0.1,200,16,12943,12718,12943,0.884,200,evaluation_wordlist.csv
0.1,200,17,13236,13192,13236,0.897,200,evaluation_wordlist.csv
0.1,200,18,13170,12819,13170,0.876,200,evaluation_wordlist.csv
0.1,200,19,13503,13356,13503,0.89,200,evaluation_wordlist.csv
0.1,200,20,13275,13263,13275,0.899,200,evaluation_wordlist.csv
0.1,200,21,12272,12137,12272,0.89,200,evaluation_wordlist.csv
0.1,200,22,12960,12787,12960,0.888,200,evaluation_wordlist.csv
0.1,200,23,13359,13013,13359,0.877,200,evaluation_wordlist.csv
0.1,200,24,13606,13417,13606,0.887,200,evaluation_wordlist.csv
0.1,200,25,12891,12724,12891,0.888,200,evaluation_wordlist.csv
0.1,200,26,13058,12970,13058,0.894,200,evaluation_wordlist.csv
0.1,200,27,13295,13061,13295,0.884,200,evaluation_wordlist.csv
0.1,200,28,12553,12317,12553,0.883,200,evaluation_wordlist.csv
0.1,200,29,13412,13232,13412,0.888,200,evaluation_wordlist.csv
0.1,200,30,12584,12511,12584,0.895,200,evaluation_wordlist.csv
0.1,200,31,13189,13090,13189,0.893,200,evaluation_wordlist.csv
0.1,200,32,13406,13002,13406,0.873,200,evaluation_wordlist.csv
0.1,200,33,13531,13442,13531,0.894,200,evaluation_wordlist.csv
0.1,200,34,13468,13282,13468,0.888,200,evaluation_wordlist.csv
0.1,200,35,13306,13097,13306,0.886,200,evaluation_wordlist.csv
0.1,200,36,12786,12670,12786,0.892,200,evaluation_wordlist.csv
0.1,200,37,12236,11875,12236,0.873,200,evaluation_wordlist.csv
0.1,200,38,12926,12774,12926,0.889,200,evaluation_wordlist.csv
0.1,200,39,12883,12775,12883,0.892,200,evaluation_wordlist.csv
0.1,200,40,13228,13159,13228,0.895,200,evaluation_wordlist.csv
0.1,200,41,13112,12974,13112,0.891,200,evaluation_wordlist.csv
0.1,200,42,13194,12824,13194,0.875,200,evaluation_wordlist.csv
0.1,200,43,12718,12584,12718,0.891,200,evaluation_wordlist.csv
0.1,200,44,13506,13341,13506,0.889,200,evaluation_wordlist.csv
0.1,200,45,13637,13318,13637,0.879,200,evaluation_wordlist.csv
0.1,200,46,13229,13115,13229,0.892,200,evaluation_wordlist.csv
0.1,200,47,13596,13490,13596,0.893,200,evaluation_wordlist.csv
0.1,200,48,13244,12995,13244,0.883,200,evaluation_wordlist.csv
0.1,200,49,12945,12809,12945,0.891,200,evaluation_wordlist.csv
0.1,200,50,13087,13047,13087,0.897,200,evaluation_wordlist.csv
0.1,200,51,13220,13040,13220,0.888,200,evaluation_wordlist.csv
0.1,200,52,13416,12821,13416,0.86,200,evaluation_wordlist.csv
0.1,200,53,13290,13065,13290,0.885,200,evaluation_wordlist.csv
0.1,200,54,13378,13332,13378,0.897,200,evaluation_wordlist.csv
0.1,200,55,12772,12612,12772,0.889,200,evaluation_wordlist.csv
0.1,200,56,13537,13326,13537,0.886,200,evaluation_wordlist.csv
0.1,200,57,12869,12483,12869,0.873,200,evaluation_wordlist.csv
0.1,200,58,13435,13381,13435,0.896,200,evaluation_wordlist.csv
0.1,200,59,13435,13349,13435,0.894,200,evaluation_wordlist.csv
0.1,200,60,13358,13059,13358,0.88,200,evaluation_wordlist.csv
0.1,200,61,13492,13278,13492,0.886,200,evaluation_wordlist.csv
0.1,200,62,13042,12741,13042,0.879,200,evaluation_wordlist.csv
0.1,200,63,13839,13689,13839,0.89,200,evaluation_wordlist.csv
0.1,200,64,13503,13132,13503,0.875,200,evaluation_wordlist.csv
0.1,200,65,13114,12763,13114,0.876,200,evaluation_wordlist.csv
0.1,200,66,12955,12776,12955,0.888,200,evaluation_wordlist.csv
0.1,200,67,13339,13076,13339,0.882,200,evaluation_wordlist.csv
0.1,200,68,13058,12943,13058,0.892,200,evaluation_wordlist.csv
0.1,200,69,12700,12602,12700,0.893,200,evaluation_wordlist.csv
0.1,200,70,13106,12832,13106,0.881,200,evaluation_wordlist.csv
0.1,200,71,12895,12842,12895,0.896,200,evaluation_wordlist.csv
0.1,200,72,13187,13017,13187,0.888,200,evaluation_wordlist.csv
0.1,200,73,13187,13180,13187,0.9,200,evaluation_wordlist.csv
0.1,200,74,13416,13076,13416,0.877,200,evaluation_wordlist.csv
0.1,200,75,13507,13373,13507,0.891,200,evaluation_wordlist.csv
0.1,200,76,13343,13083,13343,0.882,200,evaluation_wordlist.csv
0.1,200,77,13737,13653,13737,0.894,200,evaluation_wordlist.csv
0.1,200,78,13162,12850,13162,0.879,200,evaluation_wordlist.csv
0.1,200,79,12735,12612,12735,0.891,200,evaluation_wordlist.csv
0.1,200,80,13696,13379,13696,0.879,200,evaluation_wordlist.csv
0.1,200,81,13593,13564,13593,0.898,200,evaluation_wordlist.csv
0.1,200,82,13224,12894,13224,0.878,200,evaluation_wordlist.csv
0.1,200,83,13234,13056,13234,0.888,200,evaluation_wordlist.csv
0.1,200,84,13230,13128,13230,0.893,200,evaluation_wordlist.csv
0.1,200,85,13641,13507,13641,0.891,200,evaluation_wordlist.csv
0.1,200,86,13556,13320,13556,0.884,200,evaluation_wordlist.csv
0.1,200,87,13281,13018,13281,0.882,200,evaluation_wordlist.csv
0.1,200,88,12550,12391,12550,0.889,200,evaluation_wordlist.csv
0.1,200,89,12966,12577,12966,0.873,200,evaluation_wordlist.csv
0.1,200,90,13063,12987,13063,0.895,200,evaluation_wordlist.csv
0.1,200,91,13004,12552,13004,0.869,200,evaluation_wordlist.csv
0.1,200,92,12689,12546,12689,0.89,200,evaluation_wordlist.csv
0.1,200,93,13062,12918,13062,0.89,200,evaluation_wordlist.csv
0.1,200,94,13160,13131,13160,0.898,200,evaluation_wordlist.csv
0.1,200,95,13369,12592,13369,0.848,200,evaluation_wordlist.csv
0.1,200,96,12389,12256,12389,0.89,200,evaluation_wordlist.csv
0.1,200,97,13178,12611,13178,0.861,200,evaluation_wordlist.csv
0.1,200,98,12875,12475,12875,0.872,200,evaluation_wordlist.csv
0.1,200,99,13174,13002,13174,0.888,200,evaluation_wordlist.csv
0.1,200,100,12940,12745,12940,0.886,200,evaluation_wordlist.csv
0.1,300,1,12775,12445,12775,0.877,300,evaluation_wordlist.csv
0.1,300,2,13205,13148,13205,0.896,300,evaluation_wordlist.csv
0.1,300,3,13195,13083,13195,0.892,300,evaluation_wordlist.csv
0.1,300,4,13452,13381,13452,0.895,300,evaluation_wordlist.csv
0.1,300,5,12934,12765,12934,0.888,300,evaluation_wordlist.csv
0.1,300,6,13142,12969,13142,0.888,300,evaluation_wordlist.csv
0.1,300,7,13273,13132,13273,0.89,300,evaluation_wordlist.csv
0.1,300,8,13301,13254,13301,0.897,300,evaluation_wordlist.csv
0.1,300,9,13498,13407,13498,0.894,300,evaluation_wordlist.csv
0.1,300,10,13201,13120,13201,0.894,300,evaluation_wordlist.csv
0.1,300,11,12731,12538,12731,0.886,300,evaluation_wordlist.csv
0.1,300,12,13710,13621,13710,0.894,300,evaluation_wordlist.csv
0.1,300,13,12894,12839,12894,0.896,300,evaluation_wordlist.csv
0.1,300,14,13227,13035,13227,0.887,300,evaluation_wordlist.csv
0.1,300,15,13245,13029,13245,0.885,300,evaluation_wordlist.csv
0.1,300,16,13785,13744,13785,0.897,300,evaluation_wordlist.csv
0.1,300,17,12765,12677,12765,0.894,300,evaluation_wordlist.csv
0.1,300,18,13276,13189,13276,0.894,300,evaluation_wordlist.csv
0.1,300,19,12868,12685,12868,0.887,300,evaluation_wordlist.csv
0.1,300,20,13379,13234,13379,0.89,300,evaluation_wordlist.csv
0.1,300,21,13030,12843,13030,0.887,300,evaluation_wordlist.csv
0.1,300,22,13673,13490,13673,0.888,300,evaluation_wordlist.csv
0.1,300,23,13120,13040,13120,0.895,300,evaluation_wordlist.csv
0.1,300,24,13366,13040,13366,0.878,300,evaluation_wordlist.csv
0.1,300,25,13322,13253,13322,0.895,300,evaluation_wordlist.csv
0.1,300,26,13062,12880,13062,0.887,300,evaluation_wordlist.csv
0.1,300,27,13716,13457,13716,0.883,300,evaluation_wordlist.csv
0.1,300,28,13189,12986,13189,0.886,300,evaluation_wordlist.csv
0.1,300,29,13454,13238,13454,0.886,300,evaluation_wordlist.csv
0.1,300,30,13267,13061,13267,0.886,300,evaluation_wordlist.csv
0.1,300,31,13145,13001,13145,0.89,300,evaluation_wordlist.csv
0.1,300,32,13114,13035,13114,0.895,300,evaluation_wordlist.csv
0.1,300,33,13055,12909,13055,0.89,300,evaluation_wordlist.csv
0.1,300,34,13630,13442,13630,0.888,300,evaluation_wordlist.csv
0.1,300,35,12801,12698,12801,0.893,300,evaluation_wordlist.csv
0.1,300,36,13202,13117,13202,0.894,300,evaluation_wordlist.csv
0.1,300,37,13417,13383,13417,0.898,300,evaluation_wordlist.csv
0.1,300,38,13507,13482,13507,0.898,300,evaluation_wordlist.csv
0.1,300,39,13162,13004,13162,0.889,300,evaluation_wordlist.csv
0.1,300,40,13333,13267,13333,0.896,300,evaluation_wordlist.csv
0.1,300,41,13238,13137,13238,0.893,300,evaluation_wordlist.csv
0.1,300,42,13121,13070,13121,0.897,300,evaluation_wordlist.csv
0.1,300,43,13562,13466,13562,0.894,300,evaluation_wordlist.csv
0.1,300,44,13033,12873,13033,0.889,300,evaluation_wordlist.csv
0.1,300,45,13191,13118,13191,0.895,300,evaluation_wordlist.csv
0.1,300,46,13506,13081,13506,0.872,300,evaluation_wordlist.csv
0.1,300,47,13200,12998,13200,0.886,300,evaluation_wordlist.csv
0.1,300,48,13213,13203,13213,0.899,300,evaluation_wordlist.csv
0.1,300,49,13282,13181,13282,0.893,300,evaluation_wordlist.csv
0.1,300,50,13338,13271,13338,0.895,300,evaluation_wordlist.csv
0.1,300,51,13146,13131,13146,0.899,300,evaluation_wordlist.csv
0.1,300,52,13435,13184,13435,0.883,300,evaluation_wordlist.csv
0.1,300,53,13598,13493,13598,0.893,300,evaluation_wordlist.csv
0.1,300,54,13497,13424,13497,0.895,300,evaluation_wordlist.csv
0.1,300,55,12890,12856,12890,0.898,300,evaluation_wordlist.csv
0.1,300,56,13081,13022,13081,0.896,300,evaluation_wordlist.csv
0.1,300,57,13360,13239,13360,0.892,300,evaluation_wordlist.csv
0.1,300,58,13267,13181,13267,0.894,300,evaluation_wordlist.csv
0.1,300,59,13263,13215,13263,0.897,300,evaluation_wordlist.csv
0.1,300,60,13358,13315,13358,0.897,300,evaluation_wordlist.csv
0.1,300,61,13455,13257,13455,0.887,300,evaluation_wordlist.csv
0.1,300,62,12840,12770,12840,0.895,300,evaluation_wordlist.csv
0.1,300,63,12956,12584,12956,0.874,300,evaluation_wordlist.csv
0.1,300,64,13366,13097,13366,0.882,300,evaluation_wordlist.csv
0.1,300,65,13197,13110,13197,0.894,300,evaluation_wordlist.csv
0.1,300,66,13107,12999,13107,0.893,300,evaluation_wordlist.csv
0.1,300,67,13066,12930,13066,0.891,300,evaluation_wordlist.csv
0.1,300,68,13363,13172,13363,0.887,300,evaluation_wordlist.csv
0.1,300,69,13378,13242,13378,0.891,300,evaluation_wordlist.csv
0.1,300,70,13451,13346,13451,0.893,300,evaluation_wordlist.csv
0.1,300,71,13235,13025,13235,0.886,300,evaluation_wordlist.csv
0.1,300,72,13102,12938,13102,0.889,300,evaluation_wordlist.csv
0.1,300,73,13484,13404,13484,0.895,300,evaluation_wordlist.csv
0.1,300,74,13090,13001,13090,0.894,300,evaluation_wordlist.csv
0.1,300,75,13385,13280,13385,0.893,300,evaluation_wordlist.csv
0.1,300,76,13742,13469,13742,0.882,300,evaluation_wordlist.csv
0.1,300,77,12826,12818,12826,0.899,300,evaluation_wordlist.csv
0.1,300,78,13141,12822,13141,0.878,300,evaluation_wordlist.csv
0.1,300,79,13578,13314,13578,0.883,300,evaluation_wordlist.csv
0.1,300,80,12881,12584,12881,0.879,300,evaluation_wordlist.csv
0.1,300,81,13162,13082,13162,0.895,300,evaluation_wordlist.csv
0.1,300,82,13067,12908,13067,0.889,300,evaluation_wordlist.csv
0.1,300,83,13154,12965,13154,0.887,300,evaluation_wordlist.csv
0.1,300,84,13629,13594,13629,0.898,300,evaluation_wordlist.csv
0.1,300,85,13218,13180,13218,0.897,300,evaluation_wordlist.csv
0.1,300,86,13189,13107,13189,0.894,300,evaluation_wordlist.csv
0.1,300,87,13140,13005,13140,0.891,300,evaluation_wordlist.csv
0.1,300,88,13532,13449,13532,0.894,300,evaluation_wordlist.csv
0.1,300,89,13243,13078,13243,0.889,300,evaluation_wordlist.csv
0.1,300,90,13693,13515,13693,0.888,300,evaluation_wordlist.csv
0.1,300,91,13290,13118,13290,0.888,300,evaluation_wordlist.csv
0.1,300,92,13245,13086,13245,0.889,300,evaluation_wordlist.csv
0.1,300,93,13564,13431,13564,0.891,300,evaluation_wordlist.csv
0.1,300,94,13158,13002,13158,0.889,300,evaluation_wordlist.csv
0.1,300,95,13394,13339,13394,0.896,300,evaluation_wordlist.csv
0.1,300,96,13352,13329,13352,0.898,300,evaluation_wordlist.csv
0.1,300,97,13307,13153,13307,0.89,300,evaluation_wordlist.csv
0.1,300,98,13745,13581,13745,0.889,300,evaluation_wordlist.csv
0.1,300,99,13276,13144,13276,0.891,300,evaluation_wordlist.csv
0.1,300,100,13203,13154,13203,0.897,300,evaluation_wordlist.csv
0.1,400,1,13364,13320,13364,0.897,400,evaluation_wordlist.csv
0.1,400,2,13390,13175,13390,0.886,400,evaluation_wordlist.csv
0.1,400,3,13161,13021,13161,0.89,400,evaluation_wordlist.csv
0.1,400,4,13186,13108,13186,0.895,400,evaluation_wordlist.csv
0.1,400,5,13300,13190,13300,0.893,400,evaluation_wordlist.csv
0.1,400,6,12721,12662,12721,0.896,400,evaluation_wordlist.csv
0.1,400,7,12791,12726,12791,0.895,400,evaluation_wordlist.csv
0.1,400,8,13188,13147,13188,0.897,400,evaluation_wordlist.csv
0.1,400,9,13105,12979,13105,0.891,400,evaluation_wordlist.csv
0.1,400,10,13227,13097,13227,0.891,400,evaluation_wordlist.csv
0.1,400,11,13471,13321,13471,0.89,400,evaluation_wordlist.csv
0.1,400,12,13137,12941,13137,0.887,400,evaluation_wordlist.csv
0.1,400,13,13212,13124,13212,0.894,400,evaluation_wordlist.csv
0.1,400,14,13001,12963,13001,0.897,400,evaluation_wordlist.csv
0.1,400,15,13245,13064,13245,0.888,400,evaluation_wordlist.csv
0.1,400,16,13287,13165,13287,0.892,400,evaluation_wordlist.csv
0.1,400,17,13359,13230,13359,0.891,400,evaluation_wordlist.csv
0.1,400,18,13406,13388,13406,0.899,400,evaluation_wordlist.csv
0.1,400,19,13273,13215,13273,0.896,400,evaluation_wordlist.csv
0.1,400,20,13375,13187,13375,0.887,400,evaluation_wordlist.csv
0.1,400,21,13385,13275,13385,0.893,400,evaluation_wordlist.csv
0.1,400,22,13183,13160,13183,0.898,400,evaluation_wordlist.csv
0.1,400,23,12887,12630,12887,0.882,400,evaluation_wordlist.csv
0.1,400,24,13685,13527,13685,0.89,400,evaluation_wordlist.csv
0.1,400,25,13087,13030,13087,0.896,400,evaluation_wordlist.csv
0.1,400,26,13385,13323,13385,0.896,400,evaluation_wordlist.csv
0.1,400,27,13068,13008,13068,0.896,400,evaluation_wordlist.csv
0.1,400,28,12970,12904,12970,0.895,400,evaluation_wordlist.csv
0.1,400,29,13337,13312,13337,0.898,400,evaluation_wordlist.csv
0.1,400,30,13357,13140,13357,0.885,400,evaluation_wordlist.csv
0.1,400,31,13434,13383,13434,0.897,400,evaluation_wordlist.csv
0.1,400,32,12952,12801,12952,0.89,400,evaluation_wordlist.csv
0.1,400,33,12960,12840,12960,0.892,400,evaluation_wordlist.csv
0.1,400,34,13022,12996,13022,0.898,400,evaluation_wordlist.csv
0.1,400,35,13252,13193,13252,0.896,400,evaluation_wordlist.csv
0.1,400,36,13413,13386,13413,0.898,400,evaluation_wordlist.csv
0.1,400,37,13424,13307,13424,0.892,400,evaluation_wordlist.csv
0.1,400,38,13127,13005,13127,0.892,400,evaluation_wordlist.csv
0.1,400,39,13502,13424,13502,0.895,400,evaluation_wordlist.csv
0.1,400,40,13199,13097,13199,0.893,400,evaluation_wordlist.csv
0.1,400,41,13221,13157,13221,0.896,400,evaluation_wordlist.csv
0.1,400,42,13282,13226,13282,0.896,400,evaluation_wordlist.csv
0.1,400,43,13134,13086,13134,0.897,400,evaluation_wordlist.csv
0.1,400,44,13388,13313,13388,0.895,400,evaluation_wordlist.csv
0.1,400,45,13047,12897,13047,0.89,400,evaluation_wordlist.csv
0.1,400,46,13359,13273,13359,0.894,400,evaluation_wordlist.csv
0.1,400,47,12982,12843,12982,0.89,400,evaluation_wordlist.csv
0.1,400,48,13086,13075,13086,0.899,400,evaluation_wordlist.csv
0.1,400,49,13495,13445,13495,0.897,400,evaluation_wordlist.csv
0.1,400,50,13200,13173,13200,0.898,400,evaluation_wordlist.csv
0.1,400,51,13274,13078,13274,0.887,400,evaluation_wordlist.csv
0.1,400,52,13250,13150,13250,0.893,400,evaluation_wordlist.csv
0.1,400,53,13056,12959,13056,0.893,400,evaluation_wordlist.csv
0.1,400,54,13336,13213,13336,0.892,400,evaluation_wordlist.csv
0.1,400,55,13329,13027,13329,0.88,400,evaluation_wordlist.csv
0.1,400,56,13140,13086,13140,0.896,400,evaluation_wordlist.csv
0.1,400,57,12967,12887,12967,0.894,400,evaluation_wordlist.csv
0.1,400,58,12998,12954,12998,0.897,400,evaluation_wordlist.csv
0.1,400,59,12933,12809,12933,0.891,400,evaluation_wordlist.csv
0.1,400,60,13076,13049,13076,0.898,400,evaluation_wordlist.csv
0.1,400,61,13548,13457,13548,0.894,400,evaluation_wordlist.csv
0.1,400,62,13104,12987,13104,0.892,400,evaluation_wordlist.csv
0.1,400,63,13333,13305,13333,0.898,400,evaluation_wordlist.csv
0.1,400,64,13467,13327,13467,0.891,400,evaluation_wordlist.csv
0.1,400,65,12980,12904,12980,0.895,400,evaluation_wordlist.csv
0.1,400,66,13550,13454,13550,0.894,400,evaluation_wordlist.csv
0.1,400,67,13116,13073,13116,0.897,400,evaluation_wordlist.csv
0.1,400,68,13549,13433,13549,0.892,400,evaluation_wordlist.csv
0.1,400,69,13332,13234,13332,0.893,400,evaluation_wordlist.csv
0.1,400,70,13549,13503,13549,0.897,400,evaluation_wordlist.csv
0.1,400,71,13391,13279,13391,0.892,400,evaluation_wordlist.csv
0.1,400,72,13645,13574,13645,0.895,400,evaluation_wordlist.csv
0.1,400,73,13332,13227,13332,0.893,400,evaluation_wordlist.csv
0.1,400,74,13373,13254,13373,0.892,400,evaluation_wordlist.csv
0.1,400,75,13304,13262,13304,0.897,400,evaluation_wordlist.csv
0.1,400,76,13305,13217,13305,0.894,400,evaluation_wordlist.csv
0.1,400,77,12987,12830,12987,0.889,400,evaluation_wordlist.csv
0.1,400,78,13302,13196,13302,0.893,400,evaluation_wordlist.csv
0.1,400,79,13142,13028,13142,0.892,400,evaluation_wordlist.csv
0.1,400,80,13676,13489,13676,0.888,400,evaluation_wordlist.csv
0.1,400,81,13679,13668,13679,0.899,400,evaluation_wordlist.csv
0.1,400,82,13151,12983,13151,0.889,400,evaluation_wordlist.csv
0.1,400,83,12975,12949,12975,0.898,400,evaluation_wordlist.csv
0.1,400,84,13266,13014,13266,0.883,400,evaluation_wordlist.csv
0.1,400,85,13598,13435,13598,0.889,400,evaluation_wordlist.csv
0.1,400,86,13140,13104,13140,0.898,400,evaluation_wordlist.csv
0.1,400,87,13272,13070,13272,0.886,400,evaluation_wordlist.csv
0.1,400,88,12812,12672,12812,0.89,400,evaluation_wordlist.csv
0.1,400,89,13109,13056,13109,0.896,400,evaluation_wordlist.csv
0.1,400,90,13066,12954,13066,0.892,400,evaluation_wordlist.csv
0.1,400,91,13389,13316,13389,0.895,400,evaluation_wordlist.csv
0.1,400,92,12993,12935,12993,0.896,400,evaluation_wordlist.csv
0.1,400,93,13373,13248,13373,0.892,400,evaluation_wordlist.csv
0.1,400,94,13247,13212,13247,0.898,400,evaluation_wordlist.csv
0.1,400,95,13386,13299,13386,0.894,400,evaluation_wordlist.csv
0.1,400,96,13187,13143,13187,0.897,400,evaluation_wordlist.csv
0.1,400,97,13428,13275,13428,0.89,400,evaluation_wordlist.csv
0.1,400,98,13113,13108,13113,0.9,400,evaluation_wordlist.csv
0.1,400,99,13000,12995,13000,0.9,400,evaluation_wordlist.csv
0.1,400,100,13434,13347,13434,0.894,400,evaluation_wordlist.csv
0.2,200,1,11581,11464,11581,0.891,200,evaluation_wordlist.csv
0.2,200,2,12311,11700,12311,0.855,200,evaluation_wordlist.csv
0.2,200,3,11904,11453,11904,0.866,200,evaluation_wordlist.csv
0.2,200,4,11701,11506,11701,0.885,200,evaluation_wordlist.csv
0.2,200,5,11423,11280,11423,0.889,200,evaluation_wordlist.csv
0.2,200,6,11621,11586,11621,0.897,200,evaluation_wordlist.csv
0.2,200,7,12339,12326,12339,0.899,200,evaluation_wordlist.csv
0.2,200,8,12149,11819,12149,0.876,200,evaluation_wordlist.csv
0.2,200,9,12451,12429,12451,0.898,200,evaluation_wordlist.csv
0.2,200,10,11863,11731,11863,0.89,200,evaluation_wordlist.csv
0.2,200,11,11760,11638,11760,0.891,200,evaluation_wordlist.csv
0.2,200,12,12403,11864,12403,0.861,200,evaluation_wordlist.csv
0.2,200,13,12358,12174,12358,0.887,200,evaluation_wordlist.csv
0.2,200,14,11268,11121,11268,0.888,200,evaluation_wordlist.csv
0.2,200,15,11178,11053,11178,0.89,200,evaluation_wordlist.csv
0.2,200,16,11982,11553,11982,0.868,200,evaluation_wordlist.csv
0.2,200,17,11605,11312,11605,0.877,200,evaluation_wordlist.csv
0.2,200,18,12631,12522,12631,0.892,200,evaluation_wordlist.csv
0.2,200,19,12184,12025,12184,0.888,200,evaluation_wordlist.csv
0.2,200,20,12636,12395,12636,0.883,200,evaluation_wordlist.csv
0.2,200,21,11863,11800,11863,0.895,200,evaluation_wordlist.csv
0.2,200,22,12820,12465,12820,0.875,200,evaluation_wordlist.csv
0.2,200,23,12023,11931,12023,0.893,200,evaluation_wordlist.csv
0.2,200,24,11520,11377,11520,0.889,200,evaluation_wordlist.csv
0.2,200,25,11526,11364,11526,0.887,200,evaluation_wordlist.csv
0.2,200,26,11676,11516,11676,0.888,200,evaluation_wordlist.csv
0.2,200,27,12328,12150,12328,0.887,200,evaluation_wordlist.csv
0.2,200,28,11953,11843,11953,0.892,200,evaluation_wordlist.csv
0.2,200,29,11731,11673,11731,0.896,200,evaluation_wordlist.csv
0.2,200,30,12313,12017,12313,0.878,200,evaluation_wordlist.csv
0.2,200,31,11660,11305,11660,0.873,200,evaluation_wordlist.csv
0.2,200,32,11586,11481,11586,0.892,200,evaluation_wordlist.csv
0.2,200,33,10713,10632,10713,0.893,200,evaluation_wordlist.csv
0.2,200,34,11829,11811,11829,0.899,200,evaluation_wordlist.csv
0.2,200,35,11978,11873,11978,0.892,200,evaluation_wordlist.csv
0.2,200,36,11469,11155,11469,0.875,200,evaluation_wordlist.csv
0.2,200,37,11782,11651,11782,0.89,200,evaluation_wordlist.csv
0.2,200,38,11934,11911,11934,0.898,200,evaluation_wordlist.csv
0.2,200,39,11832,11624,11832,0.884,200,evaluation_wordlist.csv
0.2,200,40,11999,11108,11999,0.833,200,evaluation_wordlist.csv
0.2,200,41,12264,12183,12264,0.894,200,evaluation_wordlist.csv
0.2,200,42,11142,11126,11142,0.899,200,evaluation_wordlist.csv
0.2,200,43,11314,10994,11314,0.875,200,evaluation_wordlist.csv
0.2,200,44,11809,11454,11809,0.873,200,evaluation_wordlist.csv
0.2,200,45,12109,11984,12109,0.891,200,evaluation_wordlist.csv
0.2,200,46,12323,12255,12323,0.895,200,evaluation_wordlist.csv
0.2,200,47,11282,11183,11282,0.892,200,evaluation_wordlist.csv
0.2,200,48,11780,11519,11780,0.88,200,evaluation_wordlist.csv
0.2,200,49,11973,11833,11973,0.889,200,evaluation_wordlist.csv
